date,channel_name,campaign_type,industry,country,impressions,clicks,CTR,CPC,spend,conversions,CPA,conversion_value,ROAS
2024-06-05,Google Ads,Search,EdTech,Australia,25103,710,2.8283472094968727,2.3400000000000003,1661.4,24,69.22500000000001,1896.75,1.1416576381365113
2024-12-28,TikTok Ads,Display,SaaS,India,138515,4377,3.159946576183085,0.51,2232.27,285,7.832526315789473,10321.59,4.623808947842331
2024-02-20,Meta Ads,Search,EdTech,Australia,180399,6025,3.3398189568678323,0.7,4217.5,191,22.081151832460733,17456.79,4.13913218731476
2024-05-16,Meta Ads,Video,E-commerce,UAE,62545,606,0.9689023902789992,1.96,1187.76,37,32.10162162162162,5627.66,4.738044722839631
2024-06-30,Google Ads,Shopping,Fintech,Canada,72526,2146,2.958938863304194,1.56,3347.76,168,19.927142857142858,25859.74,7.724490405524889
2024-07-07,Meta Ads,Display,EdTech,Australia,67823,2075,3.059434115270631,1.83,3797.25,26,146.04807692307693,4093.91,1.0781249588518007
2024-06-23,Meta Ads,Display,E-commerce,India,164937,4453,2.6998187186622773,1.0799999999999998,4809.24,129,37.28093023255814,35127.5,7.304168642030758
2024-12-14,Meta Ads,Search,EdTech,UK,114575,2039,1.7796203360244383,0.53,1080.67,113,9.56345132743363,10656.96,9.861437811727908
2024-06-13,Google Ads,Shopping,Fintech,Germany,132157,2999,2.269270640223371,0.93,2789.07,152,18.349144736842106,21855.26,7.836038536142871
2024-01-11,TikTok Ads,Video,Healthcare,Germany,108145,3882,3.5896250404549446,0.94,3649.08,98,37.235510204081635,28726.52,7.872263693862563
2024-04-29,TikTok Ads,Search,SaaS,India,72642,3014,4.149114837146555,1.16,3496.24,59,59.25830508474576,15070.44,4.310470677070224
2024-04-07,TikTok Ads,Display,Healthcare,UAE,131678,8374,6.359452604079649,0.91,7620.34,505,15.089782178217822,29682.01,3.895103105635706
2024-05-13,Google Ads,Video,E-commerce,Australia,34402,1314,3.8195453752688797,3.2900000000000005,4323.06,17,254.29764705882354,1273.24,0.2945228611215204
2024-10-08,Meta Ads,Video,Healthcare,Germany,58276,1183,2.0299951952776443,1.49,1762.67,89,19.805280898876404,20273.71,11.501704800104386
2024-08-14,Google Ads,Shopping,EdTech,Canada,168059,3462,2.059990836551449,3.0799999999999996,10662.96,154,69.24,33243.77,3.117686833674702
2024-08-16,Meta Ads,Video,Fintech,Canada,91123,1567,1.7196536549499029,2.33,3651.11,64,57.04859375,5119.1,1.402066768736083
2024-05-28,Meta Ads,Shopping,Fintech,Australia,16344,452,2.7655408712677434,0.9,406.8,5,81.36,1102.53,2.710250737463127
2024-03-26,TikTok Ads,Video,SaaS,UAE,99457,5808,5.839709623254271,1.5999999999999999,9292.8,80,116.16,12231.1,1.316191029614325
2024-06-07,Meta Ads,Video,E-commerce,India,57375,843,1.4692810457516339,1.61,1357.23,40,33.93075,9739.81,7.17624131503135
2024-04-17,Google Ads,Display,E-commerce,UAE,115017,2771,2.409209073441317,2.56,7093.76,95,74.67115789473685,22528.38,3.175802395344641
2024-09-28,Meta Ads,Search,EdTech,USA,90431,1853,2.0490760911634287,1.7,3150.1,57,55.26491228070175,14834.93,4.709352084060824
2024-03-13,Meta Ads,Search,E-commerce,USA,140566,5046,3.5897727757779267,0.62,3128.52,384,8.1471875,59980.19,19.17206538554972
2024-02-28,Meta Ads,Search,EdTech,Germany,133583,3954,2.959957479619413,0.65,2570.1,255,10.078823529411764,31756.12,12.355986148398895
2024-04-08,Google Ads,Video,E-commerce,USA,198555,13104,6.5996827075621365,2.46,32235.84,336,95.94,58794.32,1.823880500709769
2024-09-23,Meta Ads,Display,Healthcare,UK,88560,1319,1.4893857271906052,0.52,685.88,81,8.467654320987654,8584.02,12.515337959993003
2024-06-24,Google Ads,Display,Fintech,UAE,117217,5602,4.7791702568740035,3.4899999999999998,19550.98,411,47.56929440389294,75729.26,3.873425270753691
2024-08-24,Meta Ads,Shopping,Fintech,UAE,104616,4048,3.8693890035940965,1.77,7164.96,233,30.75090128755365,45906.84,6.407131372680377
2024-02-14,TikTok Ads,Video,Healthcare,Canada,79553,2712,3.409048056012973,0.31,840.72,170,4.945411764705883,16973.79,20.18958749643163
2024-08-20,Google Ads,Search,Fintech,USA,170904,4751,2.7799232317558396,1.1199999999999999,5321.12,326,16.32245398773006,44297.15,8.324779369756744
2024-07-14,Google Ads,Search,Healthcare,India,88807,4999,5.629060772236423,2.3699999999999997,11847.63,348,34.04491379310345,103474.34,8.733758566059203
2024-08-14,Meta Ads,Shopping,EdTech,Canada,157499,1574,0.9993714245804735,1.7599999999999998,2770.24,45,61.56088888888888,13465.06,4.860611354972854
2024-09-27,Meta Ads,Search,E-commerce,Australia,46846,983,2.098364855056995,0.72,707.76,11,64.34181818181818,2501.87,3.5349129648468405
2024-09-18,TikTok Ads,Search,Fintech,Germany,104986,6131,5.839826262549292,0.36,2207.16,219,10.07835616438356,57679.5,26.132903822106236
2024-05-24,Meta Ads,Shopping,EdTech,India,172516,6314,3.6599503814138976,0.72,4546.08,335,13.570388059701493,82096.8,18.058811107591595
2024-08-23,Meta Ads,Display,E-commerce,India,187099,2469,1.3196222320803424,0.83,2049.27,103,19.895825242718445,3413.17,1.6655540753536626
2024-04-04,Google Ads,Shopping,SaaS,India,111661,3930,3.519581590707588,0.84,3301.2,310,10.649032258064516,21226.88,6.430049678904641
2024-06-09,Meta Ads,Display,EdTech,Germany,79441,3082,3.8796087662542016,0.53,1633.46,100,16.334600000000002,29391.59,17.993455609564972
2024-04-15,Google Ads,Display,SaaS,Australia,14078,763,5.419803949424634,2.2600000000000002,1724.38,57,30.252280701754387,16289.72,9.446711281736043
2024-01-07,Meta Ads,Shopping,Fintech,Australia,182235,5047,2.7695009191428652,0.74,3734.78,260,14.364538461538462,53450.65,14.311592650704995
2024-02-24,Meta Ads,Video,SaaS,Canada,128629,2109,1.6395991572662465,1.29,2720.61,168,16.194107142857142,49256.62,18.10499116007072
2024-04-02,Meta Ads,Display,Fintech,Canada,21309,432,2.027312403209911,1.66,717.12,15,47.808,4449.98,6.20534917447568
2024-09-06,Google Ads,Search,Fintech,USA,167932,6717,3.9998332658456994,2.46,16523.82,247,66.89805668016194,38475.06,2.3284603681231095
2024-01-08,TikTok Ads,Search,Fintech,UK,162795,8107,4.979882674529316,0.9600000000000001,7782.72,575,13.535165217391304,86383.64,11.099415114510094
2024-08-18,Meta Ads,Search,EdTech,UK,50893,1124,2.2085552040555676,1.41,1584.84,29,54.64965517241379,2707.5,1.7083743469372303
2024-09-22,TikTok Ads,Display,SaaS,UAE,81619,3623,4.4389174089366445,0.47,1702.81,222,7.670315315315315,46448.44,27.277523622717744
2024-07-25,Meta Ads,Search,EdTech,Germany,154381,1698,1.09987628011219,1.85,3141.3,70,44.87571428571429,19750.24,6.2872823353388725
2024-01-12,Google Ads,Search,Fintech,India,124273,3603,2.899262108422586,1.5499999999999998,5584.65,167,33.441017964071854,20460.25,3.663658420850009
2024-12-01,Meta Ads,Video,Healthcare,Germany,6969,176,2.5254699382981776,1.08,190.08,10,19.008000000000003,2562.91,13.48332281144781
2024-05-24,TikTok Ads,Display,SaaS,UK,29089,1076,3.6989927463989822,0.65,699.4,40,17.485,8233.32,11.771975979410923
2024-07-10,Google Ads,Shopping,SaaS,UK,10704,489,4.568385650224215,1.7100000000000002,836.19,36,23.227500000000003,5339.04,6.384960355899975
2024-12-04,TikTok Ads,Search,E-commerce,Australia,22772,1045,4.588968909186721,0.95,992.75,38,26.125,5743.6,5.785545202719718
2024-04-11,Google Ads,Search,Fintech,Germany,68449,3285,4.799193560168885,2.38,7818.3,243,32.17407407407408,60681.21,7.7614327922949995
2024-10-26,Google Ads,Search,SaaS,UAE,51819,2497,4.818695845153322,2.88,7191.36,138,52.111304347826085,37600.62,5.228582632492325
2024-11-19,Google Ads,Video,Fintech,Australia,173722,3821,2.1994911410184086,1.54,5884.34,201,29.27532338308458,44895.5,7.62965770162839
2024-12-15,Google Ads,Shopping,SaaS,USA,119014,5938,4.9893289865057895,2.88,17101.44,95,180.01515789473683,23773.95,1.3901724065341867
2024-05-20,Google Ads,Search,SaaS,Australia,159741,6868,4.299459750471075,1.3699999999999999,9409.16,336,28.003452380952382,33272.11,3.5361403143319916
2024-02-29,Google Ads,Shopping,Fintech,Germany,167982,7693,4.579657344239264,2.64,20309.52,193,105.23067357512953,10777.69,0.5306718228692752
2024-06-08,Google Ads,Video,Fintech,Germany,96658,2822,2.9195720995675476,3.3699999999999997,9510.14,112,84.91196428571428,25060.16,2.6350989575337485
2024-01-19,Meta Ads,Video,EdTech,India,43467,991,2.279890491637334,1.9000000000000001,1882.9,25,75.316,3146.23,1.6709490679271337
2024-01-05,Google Ads,Search,EdTech,UK,41378,2023,4.889071487263763,1.23,2488.29,73,34.086164383561645,9343.63,3.755040610218262
2024-10-26,TikTok Ads,Video,EdTech,India,100673,5718,5.6797751134862375,1.05,6003.9,196,30.632142857142856,41067.13,6.840075617515282
2024-12-13,TikTok Ads,Shopping,Healthcare,Australia,191994,14898,7.759617488046501,1.08,16089.84,936,17.19,60355.75,3.751171546764915
2024-05-21,TikTok Ads,Display,EdTech,UK,152235,6104,4.0095904358393275,0.73,4455.92,252,17.682222222222222,48424.44,10.867439271800212
2024-12-07,Meta Ads,Video,Fintech,Australia,66929,1539,2.299451657726845,1.21,1862.19,38,49.005,9540.22,5.12311847878036
2024-05-09,Google Ads,Video,SaaS,Canada,188202,7189,3.8198318827642637,1.1500000000000001,8267.35,376,21.987632978723404,88923.49,10.755984686749684
2024-01-25,Google Ads,Video,Fintech,USA,184316,4091,2.2195577160962694,1.04,4254.64,309,13.76906148867314,82363.46,19.358502717033637
2024-09-10,Google Ads,Video,Healthcare,Canada,65545,3355,5.118620794873751,1.77,5938.35,196,30.297704081632656,57936.29,9.75629425682218
2024-06-04,Google Ads,Video,Healthcare,USA,33141,798,2.4078935457590296,3.29,2625.42,42,62.510000000000005,7236.65,2.756378027134706
2024-07-09,Meta Ads,Video,Healthcare,Germany,76229,1562,2.049088929410067,1.01,1577.62,30,52.587333333333326,4290.5,2.7196029462101143
2024-11-09,TikTok Ads,Search,SaaS,Australia,141614,10677,7.539508805626563,0.35,3736.95,305,12.252295081967212,62355.52,16.686206665863875
2024-07-14,Meta Ads,Shopping,Healthcare,UK,161193,4916,3.0497602253199583,1.37,6734.92,377,17.86450928381963,91408.9,13.572380963693703
2024-02-17,Google Ads,Search,SaaS,Germany,142244,4935,3.4693906245606145,2.98,14706.3,127,115.79763779527559,34307.21,2.3328240277976104
2024-03-27,Meta Ads,Search,Fintech,UAE,178063,1851,1.0395197205483453,0.45,832.95,64,13.01484375,7044.13,8.456846149228644
2024-01-28,Google Ads,Video,Fintech,Australia,193978,5780,2.9797193496169667,1.73,9999.4,177,56.49378531073446,42071.17,4.20736944216653
2024-02-18,Meta Ads,Display,SaaS,Canada,187051,6284,3.3595115770565247,2.0100000000000002,12630.84,493,25.620365111561867,94906.46,7.513867644590542
2024-01-11,Meta Ads,Video,EdTech,UK,152977,5491,3.589428476176157,1.35,7412.85,147,50.42755102040817,9232.39,1.2454575500650895
2024-05-01,Google Ads,Display,E-commerce,UAE,129447,4310,3.3295480003399076,2.7,11637.0,211,55.15165876777251,16618.47,1.4280716679556589
2024-01-22,Google Ads,Shopping,Fintech,USA,28387,672,2.3672807975481733,3.32,2231.04,41,54.41560975609756,7232.57,3.2417930651176134
2024-04-27,Meta Ads,Shopping,Fintech,Australia,88986,1308,1.4698941406513384,0.75,981.0,80,12.2625,21439.34,21.854576962283385
2024-01-10,Google Ads,Video,SaaS,UK,170268,7917,4.64972866304884,3.14,24859.38,98,253.66714285714286,22672.12,0.9120147002861696
2024-01-20,Google Ads,Display,Healthcare,USA,122322,6152,5.029348768005755,1.23,7566.96,155,48.81909677419355,10417.89,1.3767602841828157
2024-02-07,Meta Ads,Display,Healthcare,UK,69429,2430,3.4999783951950914,1.5899999999999999,3863.7,119,32.46806722689075,21584.01,5.586357636462458
2024-06-07,Meta Ads,Display,SaaS,Canada,196675,4031,2.0495741705859922,1.97,7941.07,186,42.6939247311828,27686.79,3.4865314120137465
2024-05-25,Google Ads,Video,E-commerce,Australia,104134,3603,3.4599650450381243,3.46,12466.38,234,53.275128205128205,14496.48,1.162845990576254
2024-12-24,Meta Ads,Display,EdTech,Canada,150544,2890,1.9197045382080988,1.7,4913.0,170,28.9,47769.42,9.723065336861389
2024-10-28,TikTok Ads,Video,SaaS,Canada,75553,3331,4.408825592630339,0.44000000000000006,1465.64,203,7.219901477832513,33301.04,22.72115935700445
2024-10-23,Meta Ads,Search,EdTech,India,149565,2437,1.6293919031859057,0.37,901.69,30,30.056333333333335,3133.33,3.4749525890272706
2024-04-15,Google Ads,Display,SaaS,India,12896,535,4.148573200992556,0.9799999999999999,524.3,20,26.214999999999996,2475.65,4.721819568949075
2024-05-22,TikTok Ads,Display,Fintech,Germany,70428,3310,4.69983529278128,1.17,3872.7,164,23.6140243902439,25462.93,6.574981279210887
2024-06-09,TikTok Ads,Shopping,EdTech,USA,12345,456,3.6938031591737546,0.6200000000000001,282.72,21,13.462857142857144,5118.94,18.106041312959817
2024-11-25,Meta Ads,Display,SaaS,USA,18140,455,2.508269018743109,1.15,523.25,29,18.04310344827586,1746.46,3.337716196846632
2024-02-18,Google Ads,Video,Fintech,Australia,42823,1588,3.708287602456624,2.9699999999999998,4716.36,33,142.92,3266.45,0.6925785987498834
2024-01-26,TikTok Ads,Shopping,SaaS,Germany,34118,1470,4.308576118178087,0.85,1249.5,55,22.71818181818182,3037.11,2.4306602641056423
2024-01-08,Meta Ads,Video,EdTech,UK,127775,3871,3.0295441205243594,0.76,2941.96,159,18.502893081761005,28717.22,9.761254401827353
2024-09-15,Google Ads,Shopping,Fintech,UAE,136354,3736,2.739926954838142,1.1600000000000001,4333.76,152,28.511578947368424,29811.83,6.878975762386473
2024-10-28,Google Ads,Shopping,E-commerce,Germany,115454,7227,6.259635872295459,2.46,17778.42,154,115.4442857142857,5144.22,0.28935192216181194
2024-06-02,Meta Ads,Search,EdTech,USA,37994,1379,3.6295204505974628,1.06,1461.74,58,25.20241379310345,7343.12,5.023547279269911
2024-10-12,Meta Ads,Video,EdTech,Germany,74615,2327,3.1186758694632446,1.0999999999999999,2559.7,129,19.842635658914727,25496.94,9.960909481579872
2024-12-15,Google Ads,Search,EdTech,Canada,176790,4490,2.5397364104304545,1.49,6690.1,250,26.7604,74442.63,11.127282103406527
2024-10-29,Google Ads,Shopping,Fintech,Germany,60077,1994,3.3190738552191354,3.11,6201.34,28,221.47642857142858,7635.29,1.2312322820551687
2024-03-31,Meta Ads,Display,Fintech,Canada,151295,2163,1.4296572920453419,1.58,3417.54,85,40.20635294117647,3173.67,0.9286416545234292
2024-04-19,TikTok Ads,Display,E-commerce,Canada,20282,1740,8.579035598067252,1.25,2175.0,94,23.138297872340427,14237.0,6.5457471264367815
2024-10-12,Google Ads,Search,Healthcare,Germany,185488,3950,2.129517812473044,1.39,5490.5,289,18.998269896193772,75172.15,13.691312266642381
2024-09-11,Meta Ads,Display,E-commerce,Australia,28567,999,3.497042041516435,1.69,1688.31,68,24.828088235294118,13037.25,7.722071183609645
2024-11-19,Google Ads,Search,E-commerce,UAE,96170,5145,5.349901216595613,2.12,10907.4,268,40.69925373134328,72622.99,6.658139428278051
2024-02-07,Meta Ads,Shopping,Healthcare,Canada,101019,2515,2.4896306635385423,1.6900000000000002,4250.35,72,59.0326388888889,11353.12,2.671102379804016
2024-03-01,TikTok Ads,Shopping,E-commerce,UK,91795,3800,4.139659022822594,1.22,4636.0,157,29.528662420382165,24815.09,5.352694132873166
2024-07-08,Meta Ads,Search,E-commerce,India,22543,333,1.4771769507164085,1.49,496.17,12,41.347500000000004,642.18,1.2942741399117237
2024-02-28,Meta Ads,Shopping,Healthcare,Canada,119598,1064,0.8896469840632786,2.0,2128.0,64,33.25,17165.43,8.066461466165414
2024-08-27,Meta Ads,Search,EdTech,UAE,158504,4897,3.0895119366072783,0.43,2105.71,255,8.257686274509805,54921.72,26.08228103585014
2024-03-22,Google Ads,Display,E-commerce,Australia,39542,1209,3.057508472004451,1.85,2236.65,42,53.25357142857143,7992.11,3.573250173250173
2024-07-19,Google Ads,Display,Fintech,India,110848,3181,2.8696954387990763,2.4499999999999997,7793.45,186,41.9002688172043,32321.78,4.147300617826508
2024-12-22,Meta Ads,Video,Healthcare,Australia,79964,1487,1.8595868140663299,1.0699999999999998,1591.09,22,72.32227272727272,3882.65,2.4402453663840515
2024-12-19,TikTok Ads,Display,EdTech,Germany,105127,7747,7.369182036964814,0.88,6817.36,460,14.820347826086955,99299.9,14.565740990647406
2024-01-07,Google Ads,Shopping,EdTech,UAE,73803,1505,2.039212498136932,2.12,3190.6,98,32.55714285714286,18709.86,5.864056917194259
2024-06-24,Google Ads,Shopping,Healthcare,UK,96575,4925,5.09966347398395,2.4,11820.0,181,65.30386740331491,7335.74,0.6206209813874788
2024-02-20,Google Ads,Shopping,Fintech,UK,162489,4500,2.769418237542234,3.03,13635.0,184,74.10326086956522,54944.54,4.029669233590026
2024-05-05,Meta Ads,Search,Healthcare,Canada,76155,3548,4.6589193093033945,1.25,4435.0,243,18.25102880658436,30659.34,6.913041713641488
2024-12-06,TikTok Ads,Search,Fintech,UK,180021,13105,7.279706256492298,1.6099999999999999,21099.05,880,23.976193181818182,75656.62,3.5857832461651116
2024-04-13,TikTok Ads,Video,EdTech,UK,79965,3070,3.8391796410929784,1.02,3131.4,237,13.212658227848102,65306.0,20.85520853292457
2024-05-28,Meta Ads,Search,EdTech,India,49789,622,1.2492719275341944,2.08,1293.76,48,26.953333333333333,7704.96,5.95547860499629
2024-04-11,TikTok Ads,Video,SaaS,Germany,195026,9653,4.949596464061202,1.83,17664.99,371,47.6145283018868,94022.57,5.322537403078066
2024-02-17,TikTok Ads,Shopping,Healthcare,Canada,130438,7721,5.919287324246001,1.6,12353.6,353,34.996033994334276,70310.53,5.691501262789794
2024-12-14,TikTok Ads,Shopping,SaaS,India,141917,4796,3.3794400952669514,0.66,3165.36,369,8.578211382113821,11953.05,3.7762055500796112
2024-11-22,TikTok Ads,Shopping,SaaS,USA,146958,7494,5.0994161597191034,1.68,12589.92,538,23.401338289962826,117826.98,9.358834686797056
2024-09-16,Google Ads,Video,E-commerce,UK,13605,300,2.2050716648291067,2.08,624.0,21,29.714285714285715,4495.51,7.204342948717949
2024-05-23,Google Ads,Display,SaaS,Germany,116041,6428,5.539421411397695,1.75,11249.0,74,152.01351351351352,13873.48,1.2333078495866299
2024-09-25,TikTok Ads,Search,E-commerce,India,170396,10138,5.949670180051174,1.08,10949.04,494,22.164048582995953,99795.18,9.11451414918568
2024-02-22,Meta Ads,Display,EdTech,India,19743,619,3.135288456668186,1.25,773.75,41,18.871951219512194,9219.46,11.91529563812601
2024-08-28,Google Ads,Search,E-commerce,Australia,94081,5588,5.939562717233023,2.69,15031.72,88,170.815,24757.88,1.6470423876974825
2024-06-10,TikTok Ads,Video,Fintech,USA,141643,8526,6.019358528130582,0.46,3921.96,379,10.348179419525065,51038.1,13.013416761007251
2024-01-23,Meta Ads,Shopping,SaaS,Australia,90716,3002,3.309228801975396,1.47,4412.94,194,22.747113402061853,39560.54,8.964667545899108
2024-12-20,Google Ads,Search,EdTech,USA,72055,1678,2.3287766289639857,3.17,5319.26,41,129.73804878048782,8506.9,1.599263807371702
2024-04-18,Meta Ads,Shopping,E-commerce,Germany,112692,2096,1.8599368189401202,2.27,4757.92,89,53.459775280898874,16587.58,3.486309143491274
2024-11-08,Google Ads,Video,Fintech,UAE,31672,877,2.7690073250820917,0.7200000000000001,631.44,16,39.465,2266.94,3.590111491194729
